Brand_Name,Material_Type,Eco_Friendly_Manufacturing,Recycling_Programs,Certifications,Transaction_Items
Brand_3635,Recycled Polyester,Yes,No,OEKO-TEX,"['Recycled Polyester', 'Yes', 'No', 'OEKO-TEX']"
Brand_2330,Organic Cotton,Yes,Yes,GOTS,"['Organic Cotton', 'Yes', 'Yes', 'GOTS']"
Brand_3128,Hemp,Yes,Yes,Fair Trade,"['Hemp', 'Yes', 'Yes', 'Fair Trade']"
Brand_4668,Bamboo Fabric,No,No,GOTS,"['Bamboo Fabric', 'No', 'No', 'GOTS']"
Brand_1129,Vegan Leather,No,Yes,B Corp,"['Vegan Leather', 'No', 'Yes', 'B Corp']"
Brand_4743,Bamboo Fabric,No,Yes,OEKO-TEX,"['Bamboo Fabric', 'No', 'Yes', 'OEKO-TEX']"
Brand_258,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_4056,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_100,Recycled Polyester,No,No,Fair Trade,"['Recycled Polyester', 'No', 'No', 'Fair Trade']"
Brand_3090,Bamboo Fabric,Yes,No,B Corp,"['Bamboo Fabric', 'Yes', 'No', 'B Corp']"
Brand_1392,Organic Cotton,No,No,GOTS,"['Organic Cotton', 'No', 'No', 'GOTS']"
Brand_3372,Vegan Leather,No,No,Fair Trade,"['Vegan Leather', 'No', 'No', 'Fair Trade']"
Brand_2202,Organic Cotton,No,Yes,GOTS,"['Organic Cotton', 'No', 'Yes', 'GOTS']"
Brand_3542,Hemp,Yes,Yes,GOTS,"['Hemp', 'Yes', 'Yes', 'GOTS']"
Brand_1745,Bamboo Fabric,Yes,No,GOTS,"['Bamboo Fabric', 'Yes', 'No', 'GOTS']"
Brand_367,Tencel,No,No,OEKO-TEX,"['Tencel', 'No', 'No', 'OEKO-TEX']"
Brand_2788,Recycled Polyester,Yes,Yes,B Corp,"['Recycled Polyester', 'Yes', 'Yes', 'B Corp']"
Brand_4244,Bamboo Fabric,No,Yes,Fair Trade,"['Bamboo Fabric', 'No', 'Yes', 'Fair Trade']"
Brand_2756,Vegan Leather,No,No,Fair Trade,"['Vegan Leather', 'No', 'No', 'Fair Trade']"
Brand_950,Recycled Polyester,Yes,No,Fair Trade,"['Recycled Polyester', 'Yes', 'No', 'Fair Trade']"
Brand_1273,Recycled Polyester,Yes,Yes,OEKO-TEX,"['Recycled Polyester', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_20,Hemp,Yes,No,Fair Trade,"['Hemp', 'Yes', 'No', 'Fair Trade']"
Brand_2171,Tencel,No,No,B Corp,"['Tencel', 'No', 'No', 'B Corp']"
Brand_669,Tencel,Yes,No,OEKO-TEX,"['Tencel', 'Yes', 'No', 'OEKO-TEX']"
Brand_219,Hemp,Yes,No,Cradle to Cradle,"['Hemp', 'Yes', 'No', 'Cradle to Cradle']"
Brand_3564,Recycled Polyester,No,Yes,Fair Trade,"['Recycled Polyester', 'No', 'Yes', 'Fair Trade']"
Brand_3793,Hemp,No,Yes,Fair Trade,"['Hemp', 'No', 'Yes', 'Fair Trade']"
Brand_3579,Organic Cotton,No,Yes,GOTS,"['Organic Cotton', 'No', 'Yes', 'GOTS']"
Brand_3939,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_3002,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
Brand_2419,Recycled Polyester,No,Yes,Fair Trade,"['Recycled Polyester', 'No', 'Yes', 'Fair Trade']"
Brand_4052,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_2060,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_1019,Hemp,No,No,B Corp,"['Hemp', 'No', 'No', 'B Corp']"
Brand_2442,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_1182,Tencel,Yes,Yes,B Corp,"['Tencel', 'Yes', 'Yes', 'B Corp']"
Brand_518,Bamboo Fabric,Yes,Yes,GOTS,"['Bamboo Fabric', 'Yes', 'Yes', 'GOTS']"
Brand_3883,Hemp,Yes,Yes,GOTS,"['Hemp', 'Yes', 'Yes', 'GOTS']"
Brand_4498,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_4431,Tencel,No,Yes,GOTS,"['Tencel', 'No', 'Yes', 'GOTS']"
Brand_1612,Bamboo Fabric,Yes,Yes,B Corp,"['Bamboo Fabric', 'Yes', 'Yes', 'B Corp']"
Brand_4903,Bamboo Fabric,Yes,Yes,GOTS,"['Bamboo Fabric', 'Yes', 'Yes', 'GOTS']"
Brand_1425,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_4640,Hemp,Yes,No,Cradle to Cradle,"['Hemp', 'Yes', 'No', 'Cradle to Cradle']"
Brand_2555,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_4305,Hemp,No,Yes,B Corp,"['Hemp', 'No', 'Yes', 'B Corp']"
Brand_1053,Vegan Leather,Yes,No,GOTS,"['Vegan Leather', 'Yes', 'No', 'GOTS']"
Brand_1324,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_760,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_4366,Organic Cotton,No,No,Fair Trade,"['Organic Cotton', 'No', 'No', 'Fair Trade']"
Brand_1104,Hemp,Yes,No,OEKO-TEX,"['Hemp', 'Yes', 'No', 'OEKO-TEX']"
Brand_215,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_4103,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_4812,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_4793,Tencel,Yes,No,OEKO-TEX,"['Tencel', 'Yes', 'No', 'OEKO-TEX']"
Brand_4397,Bamboo Fabric,Yes,No,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'No', 'OEKO-TEX']"
Brand_197,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
Brand_4106,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_2996,Bamboo Fabric,Yes,No,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'No', 'OEKO-TEX']"
Brand_4629,Hemp,Yes,No,Cradle to Cradle,"['Hemp', 'Yes', 'No', 'Cradle to Cradle']"
Brand_1057,Bamboo Fabric,No,No,Fair Trade,"['Bamboo Fabric', 'No', 'No', 'Fair Trade']"
Brand_1565,Tencel,Yes,No,Cradle to Cradle,"['Tencel', 'Yes', 'No', 'Cradle to Cradle']"
Brand_888,Recycled Polyester,No,Yes,B Corp,"['Recycled Polyester', 'No', 'Yes', 'B Corp']"
Brand_1540,Organic Cotton,Yes,Yes,OEKO-TEX,"['Organic Cotton', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2448,Recycled Polyester,No,No,B Corp,"['Recycled Polyester', 'No', 'No', 'B Corp']"
Brand_2695,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_569,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_1882,Recycled Polyester,No,Yes,B Corp,"['Recycled Polyester', 'No', 'Yes', 'B Corp']"
Brand_2779,Bamboo Fabric,No,Yes,Fair Trade,"['Bamboo Fabric', 'No', 'Yes', 'Fair Trade']"
Brand_2345,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_140,Organic Cotton,Yes,No,OEKO-TEX,"['Organic Cotton', 'Yes', 'No', 'OEKO-TEX']"
Brand_4014,Hemp,No,Yes,GOTS,"['Hemp', 'No', 'Yes', 'GOTS']"
Brand_1655,Tencel,Yes,Yes,OEKO-TEX,"['Tencel', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_4387,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_464,Hemp,No,Yes,GOTS,"['Hemp', 'No', 'Yes', 'GOTS']"
Brand_2528,Recycled Polyester,Yes,Yes,GOTS,"['Recycled Polyester', 'Yes', 'Yes', 'GOTS']"
Brand_595,Organic Cotton,No,No,Fair Trade,"['Organic Cotton', 'No', 'No', 'Fair Trade']"
Brand_2355,Bamboo Fabric,No,Yes,GOTS,"['Bamboo Fabric', 'No', 'Yes', 'GOTS']"
Brand_451,Organic Cotton,No,Yes,OEKO-TEX,"['Organic Cotton', 'No', 'Yes', 'OEKO-TEX']"
Brand_4031,Organic Cotton,No,Yes,GOTS,"['Organic Cotton', 'No', 'Yes', 'GOTS']"
Brand_3636,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_1184,Vegan Leather,Yes,No,Fair Trade,"['Vegan Leather', 'Yes', 'No', 'Fair Trade']"
Brand_1376,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_1221,Vegan Leather,No,No,Cradle to Cradle,"['Vegan Leather', 'No', 'No', 'Cradle to Cradle']"
Brand_1627,Bamboo Fabric,Yes,Yes,GOTS,"['Bamboo Fabric', 'Yes', 'Yes', 'GOTS']"
Brand_452,Vegan Leather,Yes,No,OEKO-TEX,"['Vegan Leather', 'Yes', 'No', 'OEKO-TEX']"
Brand_4384,Hemp,No,Yes,B Corp,"['Hemp', 'No', 'Yes', 'B Corp']"
Brand_4878,Tencel,Yes,Yes,GOTS,"['Tencel', 'Yes', 'Yes', 'GOTS']"
Brand_3514,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_4036,Recycled Polyester,No,No,OEKO-TEX,"['Recycled Polyester', 'No', 'No', 'OEKO-TEX']"
Brand_4872,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_1000,Recycled Polyester,No,No,GOTS,"['Recycled Polyester', 'No', 'No', 'GOTS']"
Brand_2111,Vegan Leather,No,Yes,OEKO-TEX,"['Vegan Leather', 'No', 'Yes', 'OEKO-TEX']"
Brand_4560,Organic Cotton,Yes,No,OEKO-TEX,"['Organic Cotton', 'Yes', 'No', 'OEKO-TEX']"
Brand_193,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_4075,Organic Cotton,No,Yes,GOTS,"['Organic Cotton', 'No', 'Yes', 'GOTS']"
Brand_4352,Hemp,No,No,OEKO-TEX,"['Hemp', 'No', 'No', 'OEKO-TEX']"
Brand_2300,Organic Cotton,No,Yes,GOTS,"['Organic Cotton', 'No', 'Yes', 'GOTS']"
Brand_4403,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_4607,Bamboo Fabric,Yes,No,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'No', 'OEKO-TEX']"
Brand_2192,Vegan Leather,No,No,B Corp,"['Vegan Leather', 'No', 'No', 'B Corp']"
Brand_4691,Recycled Polyester,Yes,No,OEKO-TEX,"['Recycled Polyester', 'Yes', 'No', 'OEKO-TEX']"
Brand_2146,Tencel,Yes,No,OEKO-TEX,"['Tencel', 'Yes', 'No', 'OEKO-TEX']"
Brand_3858,Hemp,Yes,No,B Corp,"['Hemp', 'Yes', 'No', 'B Corp']"
Brand_4610,Vegan Leather,No,No,GOTS,"['Vegan Leather', 'No', 'No', 'GOTS']"
Brand_4841,Tencel,No,No,B Corp,"['Tencel', 'No', 'No', 'B Corp']"
Brand_4829,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_3227,Tencel,No,Yes,GOTS,"['Tencel', 'No', 'Yes', 'GOTS']"
Brand_3552,Organic Cotton,Yes,Yes,GOTS,"['Organic Cotton', 'Yes', 'Yes', 'GOTS']"
Brand_1756,Hemp,No,No,Fair Trade,"['Hemp', 'No', 'No', 'Fair Trade']"
Brand_4329,Bamboo Fabric,Yes,No,B Corp,"['Bamboo Fabric', 'Yes', 'No', 'B Corp']"
Brand_3663,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_2727,Recycled Polyester,No,No,Fair Trade,"['Recycled Polyester', 'No', 'No', 'Fair Trade']"
Brand_192,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_2958,Organic Cotton,Yes,No,B Corp,"['Organic Cotton', 'Yes', 'No', 'B Corp']"
Brand_4465,Tencel,Yes,Yes,GOTS,"['Tencel', 'Yes', 'Yes', 'GOTS']"
Brand_2847,Hemp,Yes,Yes,Fair Trade,"['Hemp', 'Yes', 'Yes', 'Fair Trade']"
Brand_2570,Organic Cotton,No,No,Fair Trade,"['Organic Cotton', 'No', 'No', 'Fair Trade']"
Brand_2941,Tencel,No,No,Fair Trade,"['Tencel', 'No', 'No', 'Fair Trade']"
Brand_1371,Recycled Polyester,Yes,No,OEKO-TEX,"['Recycled Polyester', 'Yes', 'No', 'OEKO-TEX']"
Brand_1972,Hemp,No,No,B Corp,"['Hemp', 'No', 'No', 'B Corp']"
Brand_1873,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_3283,Vegan Leather,Yes,Yes,B Corp,"['Vegan Leather', 'Yes', 'Yes', 'B Corp']"
Brand_3671,Bamboo Fabric,Yes,Yes,Fair Trade,"['Bamboo Fabric', 'Yes', 'Yes', 'Fair Trade']"
Brand_3967,Bamboo Fabric,No,Yes,OEKO-TEX,"['Bamboo Fabric', 'No', 'Yes', 'OEKO-TEX']"
Brand_2686,Tencel,Yes,Yes,OEKO-TEX,"['Tencel', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_4238,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_313,Recycled Polyester,No,Yes,Fair Trade,"['Recycled Polyester', 'No', 'Yes', 'Fair Trade']"
Brand_1898,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_167,Vegan Leather,No,Yes,OEKO-TEX,"['Vegan Leather', 'No', 'Yes', 'OEKO-TEX']"
Brand_3541,Tencel,Yes,No,OEKO-TEX,"['Tencel', 'Yes', 'No', 'OEKO-TEX']"
Brand_3797,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_1025,Recycled Polyester,No,No,B Corp,"['Recycled Polyester', 'No', 'No', 'B Corp']"
Brand_4797,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_1865,Organic Cotton,Yes,Yes,GOTS,"['Organic Cotton', 'Yes', 'Yes', 'GOTS']"
Brand_3539,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_2439,Vegan Leather,Yes,No,OEKO-TEX,"['Vegan Leather', 'Yes', 'No', 'OEKO-TEX']"
Brand_2174,Vegan Leather,No,No,B Corp,"['Vegan Leather', 'No', 'No', 'B Corp']"
Brand_4792,Recycled Polyester,No,No,Fair Trade,"['Recycled Polyester', 'No', 'No', 'Fair Trade']"
Brand_2079,Bamboo Fabric,No,Yes,B Corp,"['Bamboo Fabric', 'No', 'Yes', 'B Corp']"
Brand_4474,Hemp,No,Yes,Fair Trade,"['Hemp', 'No', 'Yes', 'Fair Trade']"
Brand_1434,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_4814,Tencel,No,Yes,Fair Trade,"['Tencel', 'No', 'Yes', 'Fair Trade']"
Brand_3215,Recycled Polyester,No,No,B Corp,"['Recycled Polyester', 'No', 'No', 'B Corp']"
Brand_153,Hemp,Yes,Yes,B Corp,"['Hemp', 'Yes', 'Yes', 'B Corp']"
Brand_1903,Hemp,No,Yes,Fair Trade,"['Hemp', 'No', 'Yes', 'Fair Trade']"
Brand_2750,Bamboo Fabric,Yes,No,GOTS,"['Bamboo Fabric', 'Yes', 'No', 'GOTS']"
Brand_4879,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_2606,Recycled Polyester,Yes,Yes,Cradle to Cradle,"['Recycled Polyester', 'Yes', 'Yes', 'Cradle to Cradle']"
Brand_1335,Organic Cotton,Yes,No,GOTS,"['Organic Cotton', 'Yes', 'No', 'GOTS']"
Brand_4741,Vegan Leather,Yes,Yes,Cradle to Cradle,"['Vegan Leather', 'Yes', 'Yes', 'Cradle to Cradle']"
Brand_3108,Tencel,No,No,Fair Trade,"['Tencel', 'No', 'No', 'Fair Trade']"
Brand_2631,Organic Cotton,Yes,Yes,Fair Trade,"['Organic Cotton', 'Yes', 'Yes', 'Fair Trade']"
Brand_1601,Hemp,Yes,No,B Corp,"['Hemp', 'Yes', 'No', 'B Corp']"
Brand_3204,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
Brand_32,Bamboo Fabric,Yes,Yes,B Corp,"['Bamboo Fabric', 'Yes', 'Yes', 'B Corp']"
Brand_938,Hemp,No,Yes,GOTS,"['Hemp', 'No', 'Yes', 'GOTS']"
Brand_4438,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_753,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
Brand_1294,Vegan Leather,No,Yes,GOTS,"['Vegan Leather', 'No', 'Yes', 'GOTS']"
Brand_310,Hemp,Yes,No,B Corp,"['Hemp', 'Yes', 'No', 'B Corp']"
Brand_2664,Hemp,Yes,No,Cradle to Cradle,"['Hemp', 'Yes', 'No', 'Cradle to Cradle']"
Brand_3919,Bamboo Fabric,No,Yes,Fair Trade,"['Bamboo Fabric', 'No', 'Yes', 'Fair Trade']"
Brand_2288,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_496,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_206,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_1136,Recycled Polyester,No,No,B Corp,"['Recycled Polyester', 'No', 'No', 'B Corp']"
Brand_4170,Tencel,No,No,B Corp,"['Tencel', 'No', 'No', 'B Corp']"
Brand_3655,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_702,Organic Cotton,No,No,OEKO-TEX,"['Organic Cotton', 'No', 'No', 'OEKO-TEX']"
Brand_306,Vegan Leather,Yes,Yes,Fair Trade,"['Vegan Leather', 'Yes', 'Yes', 'Fair Trade']"
Brand_1193,Vegan Leather,Yes,Yes,OEKO-TEX,"['Vegan Leather', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_4111,Tencel,Yes,Yes,Fair Trade,"['Tencel', 'Yes', 'Yes', 'Fair Trade']"
Brand_4195,Vegan Leather,No,No,B Corp,"['Vegan Leather', 'No', 'No', 'B Corp']"
Brand_1062,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_844,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2946,Hemp,Yes,No,B Corp,"['Hemp', 'Yes', 'No', 'B Corp']"
Brand_212,Hemp,Yes,No,B Corp,"['Hemp', 'Yes', 'No', 'B Corp']"
Brand_1109,Hemp,Yes,No,Fair Trade,"['Hemp', 'Yes', 'No', 'Fair Trade']"
Brand_4523,Bamboo Fabric,Yes,No,B Corp,"['Bamboo Fabric', 'Yes', 'No', 'B Corp']"
Brand_680,Organic Cotton,No,Yes,B Corp,"['Organic Cotton', 'No', 'Yes', 'B Corp']"
Brand_566,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_4634,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_3896,Recycled Polyester,Yes,Yes,B Corp,"['Recycled Polyester', 'Yes', 'Yes', 'B Corp']"
Brand_681,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_181,Tencel,No,No,B Corp,"['Tencel', 'No', 'No', 'B Corp']"
Brand_2888,Organic Cotton,No,Yes,OEKO-TEX,"['Organic Cotton', 'No', 'Yes', 'OEKO-TEX']"
Brand_4217,Vegan Leather,Yes,No,OEKO-TEX,"['Vegan Leather', 'Yes', 'No', 'OEKO-TEX']"
Brand_4073,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_4448,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_279,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_1393,Vegan Leather,Yes,No,OEKO-TEX,"['Vegan Leather', 'Yes', 'No', 'OEKO-TEX']"
Brand_1205,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2017,Tencel,No,No,Fair Trade,"['Tencel', 'No', 'No', 'Fair Trade']"
Brand_433,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_290,Bamboo Fabric,Yes,No,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'No', 'OEKO-TEX']"
Brand_1028,Hemp,Yes,Yes,GOTS,"['Hemp', 'Yes', 'Yes', 'GOTS']"
Brand_536,Organic Cotton,Yes,Yes,OEKO-TEX,"['Organic Cotton', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_3734,Bamboo Fabric,Yes,No,GOTS,"['Bamboo Fabric', 'Yes', 'No', 'GOTS']"
Brand_1188,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_189,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_3474,Organic Cotton,Yes,No,OEKO-TEX,"['Organic Cotton', 'Yes', 'No', 'OEKO-TEX']"
Brand_707,Organic Cotton,No,No,OEKO-TEX,"['Organic Cotton', 'No', 'No', 'OEKO-TEX']"
Brand_1770,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_271,Recycled Polyester,Yes,No,B Corp,"['Recycled Polyester', 'Yes', 'No', 'B Corp']"
Brand_2343,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_4253,Organic Cotton,Yes,No,B Corp,"['Organic Cotton', 'Yes', 'No', 'B Corp']"
Brand_2338,Vegan Leather,No,Yes,B Corp,"['Vegan Leather', 'No', 'Yes', 'B Corp']"
Brand_4021,Hemp,No,Yes,Fair Trade,"['Hemp', 'No', 'Yes', 'Fair Trade']"
Brand_112,Organic Cotton,No,Yes,Fair Trade,"['Organic Cotton', 'No', 'Yes', 'Fair Trade']"
Brand_1171,Organic Cotton,No,No,B Corp,"['Organic Cotton', 'No', 'No', 'B Corp']"
Brand_2125,Recycled Polyester,No,No,GOTS,"['Recycled Polyester', 'No', 'No', 'GOTS']"
Brand_221,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_4263,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_628,Tencel,Yes,No,B Corp,"['Tencel', 'Yes', 'No', 'B Corp']"
Brand_3765,Organic Cotton,Yes,Yes,Cradle to Cradle,"['Organic Cotton', 'Yes', 'Yes', 'Cradle to Cradle']"
Brand_3654,Bamboo Fabric,Yes,Yes,Fair Trade,"['Bamboo Fabric', 'Yes', 'Yes', 'Fair Trade']"
Brand_2768,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_791,Bamboo Fabric,No,Yes,GOTS,"['Bamboo Fabric', 'No', 'Yes', 'GOTS']"
Brand_2178,Organic Cotton,No,Yes,GOTS,"['Organic Cotton', 'No', 'Yes', 'GOTS']"
Brand_462,Bamboo Fabric,No,Yes,GOTS,"['Bamboo Fabric', 'No', 'Yes', 'GOTS']"
Brand_4583,Bamboo Fabric,No,No,Cradle to Cradle,"['Bamboo Fabric', 'No', 'No', 'Cradle to Cradle']"
Brand_552,Hemp,Yes,Yes,B Corp,"['Hemp', 'Yes', 'Yes', 'B Corp']"
Brand_4181,Bamboo Fabric,No,Yes,OEKO-TEX,"['Bamboo Fabric', 'No', 'Yes', 'OEKO-TEX']"
Brand_2143,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_199,Vegan Leather,No,Yes,B Corp,"['Vegan Leather', 'No', 'Yes', 'B Corp']"
Brand_2810,Organic Cotton,No,Yes,OEKO-TEX,"['Organic Cotton', 'No', 'Yes', 'OEKO-TEX']"
Brand_3533,Tencel,Yes,No,B Corp,"['Tencel', 'Yes', 'No', 'B Corp']"
Brand_403,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_4604,Hemp,Yes,Yes,GOTS,"['Hemp', 'Yes', 'Yes', 'GOTS']"
Brand_2314,Tencel,Yes,No,B Corp,"['Tencel', 'Yes', 'No', 'B Corp']"
Brand_4958,Hemp,Yes,No,OEKO-TEX,"['Hemp', 'Yes', 'No', 'OEKO-TEX']"
Brand_3165,Vegan Leather,No,No,GOTS,"['Vegan Leather', 'No', 'No', 'GOTS']"
Brand_4167,Hemp,Yes,Yes,Fair Trade,"['Hemp', 'Yes', 'Yes', 'Fair Trade']"
Brand_4646,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_651,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_4716,Tencel,Yes,Yes,OEKO-TEX,"['Tencel', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_709,Tencel,No,No,Fair Trade,"['Tencel', 'No', 'No', 'Fair Trade']"
Brand_1752,Tencel,No,Yes,Fair Trade,"['Tencel', 'No', 'Yes', 'Fair Trade']"
Brand_4596,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_2068,Organic Cotton,No,Yes,B Corp,"['Organic Cotton', 'No', 'Yes', 'B Corp']"
Brand_4202,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_2023,Organic Cotton,Yes,No,GOTS,"['Organic Cotton', 'Yes', 'No', 'GOTS']"
Brand_2087,Hemp,Yes,No,Cradle to Cradle,"['Hemp', 'Yes', 'No', 'Cradle to Cradle']"
Brand_2046,Bamboo Fabric,No,No,OEKO-TEX,"['Bamboo Fabric', 'No', 'No', 'OEKO-TEX']"
